anchor_id,smiles,mw,clogp
ANCHOR_107689,O=C1CCc2cccc(O)c2N1,163.176,1.2769
ANCHOR_107690,O=C1CCc2cccc(OC3CCNCC3)c2N1,246.31,1.7021
ANCHOR_107691,O=C1CCc2cccc([C@@H]3CCNC3)c2N1,216.284,1.6482
ANCHOR_107692,O=C1CCc2cccc3c2N1CCO3,189.214,1.3582
ANCHOR_107693,O=C1CCc2ccccc2N1,147.177,1.5713
ANCHOR_107694,O=C1CCc2ccccc2N1C1CCNCC1,230.311,1.7178
ANCHOR_107695,O=C1CCc2ccccc2N1C[C@H]1CCCCO1,245.322,2.5349
ANCHOR_107696,O=C1CCc2cccnc2C1,147.177,1.1394
ANCHOR_107697,O=C1CCc2nc(=O)[nH]cc2C1,164.164,-0.1723
ANCHOR_107698,O=C1CCc2nc(Br)ccc2C1,226.073,1.9019
ANCHOR_107699,O=C1CCc2nc3ccccn3c2N1,187.202,1.219
ANCHOR_107700,O=C1CCc2ncnc(Cl)c2C1,182.61,1.1878
ANCHOR_107701,O=C1CCc2ncoc2N1,138.126,0.5593
ANCHOR_107702,O=C1CCc2oc(Br)cc2CN1,230.061,1.6045
ANCHOR_107703,O=C1CCc2oncc2C1,137.138,0.7324
ANCHOR_107704,O=C1CCc2sc(Br)cc21,217.087,2.6395
ANCHOR_107705,O=C1CCn2c(CNc3ccc(F)cc3)ccc21,244.269,2.8257
ANCHOR_107706,O=C1CCn2nc(-c3ccccc3)cc2N1,213.24,1.8923
ANCHOR_107707,O=C1CCn2nccc21,122.127,0.4695
ANCHOR_107708,O=C1CN(C(=O)C2CC2)CCN1,168.196,-0.6452
ANCHOR_107709,O=C1CN(C(=O)C2CCOCC2)CCN1,212.249,-0.6286
ANCHOR_107710,O=C1CN(C(=O)CC2CCCCC2)CCN1,224.304,0.9152
ANCHOR_107711,O=C1CN(C(=O)CC2CCNCC2)CCN1,225.292,-0.6655
ANCHOR_107712,O=C1CN(C(=O)CCC2CCCCC2)CCN1,238.331,1.3053
ANCHOR_107713,O=C1CN(C(=O)CCc2ccccc2)CCN1,232.283,0.5776
ANCHOR_107714,O=C1CN(C(=O)CCc2ccccc2O)CCN1,248.282,0.2832
ANCHOR_107715,O=C1CN(C(=O)CN2CCCC2)CCN1,211.265,-0.9594
ANCHOR_107716,O=C1CN(C(=O)CNC2CC2)c2ccccc2N1,245.282,0.7237
ANCHOR_107717,O=C1CN(C(=O)CO)c2ccccc2N1,206.201,-0.036
ANCHOR_107718,O=C1CN(C(=O)Cc2ccccc2F)CCN1,236.246,0.3266
ANCHOR_107719,O=C1CN(C(=O)OCc2ccccc2)C1,205.213,1.2079
ANCHOR_107720,O=C1CN(C(=O)[C@@H]2CCCO2)c2ccccc2N1,246.266,1.1507
ANCHOR_107721,O=C1CN(C(=O)[C@@H]2COc3ccccc32)CCN1,246.266,0.121
ANCHOR_107722,O=C1CN(C(=O)c2ccc(F)c(F)c2)CCN1,240.209,0.5368
ANCHOR_107723,O=C1CN(C(=O)c2ccc(O)cc2)CCN1,220.228,-0.0358
ANCHOR_107724,O=C1CN(C(=O)c2ccc3c(c2)CCC3)CCN1,244.294,0.7473
ANCHOR_107725,O=C1CN(C(=O)c2cccc(O)c2)CCN1,220.228,-0.0358
ANCHOR_107726,O=C1CN(C(=O)c2cccc3cn[nH]c23)CCN1,244.254,0.1349
ANCHOR_107727,O=C1CN(C(=O)c2ccccc2)C1,175.187,0.7115
ANCHOR_107728,O=C1CN(C2CC2)c2ccc(C(=O)O)cc2N1,232.239,1.3057
ANCHOR_107729,O=C1CN(C2CCNCC2)CCN1,183.255,-0.8298
ANCHOR_107730,O=C1CN(C2CNC2)CCN1,155.201,-1.61
ANCHOR_107731,O=C1CN(CC(F)(F)F)[C@@H]2CCCC[C@H]2N1,236.237,1.2917
ANCHOR_107732,O=C1CN(CCO)C(=O)CN1,158.157,-2.0629
ANCHOR_107733,O=C1CN(CC[C@H]2CCCNC2)CCN1,211.309,-0.1921
ANCHOR_107734,O=C1CN(CCc2ccccn2)CCN1,205.261,0.0559
ANCHOR_107735,O=C1CN(Cc2c[nH]cn2)CCN1C1CCCC1,248.33,0.9965
ANCHOR_107736,O=C1CN(Cc2cc[nH]n2)[C@H]2CCCC[C@@H]2N1,234.303,0.6527
ANCHOR_107737,O=C1CN(Cc2ccc(C#CCO)cc2)CCN1,244.294,-0.0378
ANCHOR_107738,O=C1CN(Cc2ccc(C(=O)O)cc2)C(=O)CN1,248.238,-0.1568
ANCHOR_107739,O=C1CN(Cc2cccc(C#CCO)c2)CCN1,244.294,-0.0378
ANCHOR_107740,O=C1CN(Cc2cccc(C(=O)O)c2)CCN1,234.255,0.3166
ANCHOR_107741,O=C1CN(Cc2cccc(F)c2)CCN1,208.236,0.7575
ANCHOR_107742,O=C1CN(Cc2cccc(F)c2F)CCN1,226.226,0.8966
ANCHOR_107743,O=C1CN(Cc2cccc3cccnc23)CCN1,241.294,1.1666
ANCHOR_107744,O=C1CN(Cc2ccccc2)CCO1,191.23,1.0454
ANCHOR_107745,O=C1CN(Cc2ccccc2)CN1,176.219,0.5759
ANCHOR_107746,O=C1CN(Cc2ccccc2F)CCN1,208.236,0.7575
ANCHOR_107747,O=C1CN(Cc2ccco2)[C@H]2CCCC[C@@H]2N1,234.299,1.5226
ANCHOR_107748,O=C1CN(Cc2nc3cccc(F)c3[nH]2)CCN1,248.261,0.6338
ANCHOR_107749,O=C1CN(Cc2ncc[nH]2)CCN1C1CCCC1,248.33,0.9965
ANCHOR_107750,O=C1CN([C@H]2CCCNC2)CCN1,183.255,-0.8298
ANCHOR_107751,O=C1CN([C@H]2CCCc3ccccc32)CCN1,230.311,1.4958
ANCHOR_107752,O=C1CN([C@H]2CCNC2)CCN1,169.228,-1.2199
ANCHOR_107753,O=C1CN(c2ccc(C(=O)O)cc2)CCN1,220.228,0.321
ANCHOR_107754,O=C1CN(c2cccc(Cl)n2)CCN1,211.652,0.6712
ANCHOR_107755,O=C1CN(c2ccccc2)Cc2ccccc21,223.275,2.8895
ANCHOR_107756,O=C1CN(c2ccccc2C(=O)O)CCN1,220.228,0.321
ANCHOR_107757,O=C1CN/C(=N\C(=O)c2cc(C3CC3)[nH]n2)N1,233.231,-0.4973
ANCHOR_107758,O=C1CN2C(=O)C=NC2=CN1,151.125,-1.1719
ANCHOR_107759,O=C1CN2C(=O)CC(=O)NC2=N1,167.124,-1.7689
ANCHOR_107760,O=C1CN2C(=O)CCN[C@H]2CN1,169.184,-1.7358
ANCHOR_107761,O=C1CN2C(=O)CC[C@H]2N1,140.142,-0.9353
ANCHOR_107762,O=C1CN2C(Br)CCCC2N1,219.082,0.6492
ANCHOR_107763,O=C1CN2C(O)=CC=CC2=N1,150.137,0.1963
ANCHOR_107764,O=C1CN2CCCC[C@H]2CN1,154.213,-0.0293
ANCHOR_107765,O=C1CN2CCOC2=N1,126.115,-0.7852
ANCHOR_107766,O=C1CN=C(c2ccccc2)c2ccccc2N1,236.274,2.4761
ANCHOR_107767,O=C1CN=CN=CN1c1ccccc1,187.202,1.0898
ANCHOR_107768,O=C1CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)N1,243.266,0.325
ANCHOR_107769,O=C1CNC(=O)[C@@H]1C=[N+]1CCCCC1,195.242,-0.4313
ANCHOR_107770,O=C1CNC(=O)[C@@]12CCCc1ccccc12,215.252,0.9596
ANCHOR_107771,O=C1CNC(=O)[C@H](CO)N1,144.13,-2.4067
ANCHOR_107772,O=C1CNC(=O)[C@H](Cc2c[nH]c3ccccc23)N1,243.266,0.325
ANCHOR_107773,O=C1CNC(=O)[C@H]1c1nc2ccccc2[nH]1,215.212,0.3454
ANCHOR_107774,O=C1CNC(=O)c2ccc(Cl)cc2N1,210.62,1.0219
ANCHOR_107775,O=C1CNC(=O)c2ncccc21,162.148,0.0077
ANCHOR_107776,O=C1CNC2(CCCCC2)N1,154.213,0.3662
ANCHOR_107777,O=C1CNC2CCC(Cl)CN12,174.631,0.1455
ANCHOR_107778,O=C1CNC2CCCN12,126.159,-0.4619
ANCHOR_107779,O=C1CNC2CCCNN12,141.174,-0.9573
ANCHOR_107780,O=C1CNCC2(CCC2)N1,140.186,-0.3715
ANCHOR_107781,O=C1CNCCC12CC2,125.171,0.329
ANCHOR_107782,O=C1CNCCCN1,114.148,-0.9041
ANCHOR_107783,O=C1CNCCCN1Cc1ccccc1,204.273,1.0085
ANCHOR_107784,O=C1CNCCC[C@@H]1O,129.159,-0.7002
ANCHOR_107785,O=C1CNCCC[C@H]1CCc1ccccn1,218.3,1.5829
ANCHOR_107786,O=C1CNCCC[C@H]1Cc1c[nH]c2ccccc12,242.322,2.2791
ANCHOR_107787,O=C1CNCCC[C@H]1Cc1cccc(Cl)c1,237.73,2.4512
ANCHOR_107788,O=C1CNCCN1CC1CCCCC1,196.294,0.9985
ANCHOR_107789,O=C1CNCCN1CC1CCOCC1,198.266,-0.1552
ANCHOR_107790,O=C1CNCCN1CCCO,158.201,-1.1994
ANCHOR_107791,O=C1CNCCN1C[C@@H]1CCCO1,184.239,-0.4028
ANCHOR_107792,O=C1CNCCN1C[C@H]1CC1(F)F,190.193,0.0734
ANCHOR_107793,O=C1CNCCN1Cc1cc(F)ccc1F,226.226,0.8966
ANCHOR_107794,O=C1CNCCN1Cc1ccc2c(c1)CCCC2,244.338,1.4972
ANCHOR_107795,O=C1CNCCN1Cc1ccc[nH]1,179.223,-0.0535
ANCHOR_107796,O=C1CNCCN1Cc1ccccc1,190.246,0.6184
ANCHOR_107797,O=C1CNCCN1Cc1ccsc1,196.275,0.6799
ANCHOR_107798,O=C1CNCCN1c1ccc(F)cc1F,212.199,0.901
ANCHOR_107799,O=C1CNCCN1c1cccs1,182.248,0.6843
ANCHOR_107800,O=C1CNCC[C@@H]1CCc1c[nH]c2ccccc12,242.322,2.2791
ANCHOR_107801,O=C1CNCC[C@@H]1CCc1ccncc1,204.273,1.1928
ANCHOR_107802,O=C1CNCC[C@@H]1Cc1cc2ccc(O)cc2[nH]1,244.294,1.5946
ANCHOR_107803,O=C1CNCC[C@@H]1c1ccc(Cl)c(F)c1,227.666,2.1251
ANCHOR_107804,O=C1CNCC[C@@H]1c1ccccc1,175.231,1.3326
ANCHOR_107805,O=C1CNCC[C@@H]1c1ccncc1,176.219,0.7276
ANCHOR_107806,O=C1CNCC[C@H]1CCc1c[nH]c2ccccc12,242.322,2.2791
ANCHOR_107807,O=C1CNCC[C@H]1CCc1ccc(F)cc1,221.275,1.9369
ANCHOR_107808,O=C1CNCC[C@H]1Cc1ccccn1,190.246,0.8027
ANCHOR_107809,O=C1CNCC[C@H]1c1ccc(Cl)c(F)c1,227.666,2.1251
ANCHOR_107810,O=C1CNCC[C@H]1c1ccccc1O,191.23,1.0382
ANCHOR_107811,O=C1CNCC[C@H]1c1cccs1,181.26,1.3941
ANCHOR_107812,O=C1CNCCc2[nH]ccc21,150.181,0.3431
ANCHOR_107813,O=C1CNCCc2c[nH]cc21,150.181,0.3431
ANCHOR_107814,O=C1CNCN1Cc1ccccc1,176.219,0.5759
ANCHOR_107815,O=C1CNC[C@@H](CC2=CN=C3C=CC=C[C@H]23)N1,229.283,0.5452
ANCHOR_107816,O=C1CNC[C@@H]1Cc1cc2ccc(F)cc2[nH]1,232.258,1.638
ANCHOR_107817,O=C1CNC[C@@H]1Cc1ccccn1,176.219,0.4126
ANCHOR_107818,O=C1CNC[C@@H]1Cc1ccco1,165.192,0.6106
ANCHOR_107819,O=C1CNC[C@@H]2CCCN12,140.186,-0.4194
ANCHOR_107820,O=C1CNC[C@@]12CCCNC2=O,168.196,-0.9449
ANCHOR_107821,O=C1CNC[C@H](CC2=CN=C3C=CC=C[C@H]23)N1,229.283,0.5452
ANCHOR_107822,O=C1CNC[C@H](CCc2ccccc2)N1,204.273,0.7072
ANCHOR_107823,O=C1CNC[C@H]1Cc1ccccc1,175.231,1.0176
ANCHOR_107824,O=C1CNC[C@H]1O,101.105,-1.4804
ANCHOR_107825,O=C1CNC[C@H]2CCCCN12,154.213,-0.0293
ANCHOR_107826,O=C1CNC[C@H]2c3cccc(Cl)c3CCN12,236.702,1.369
ANCHOR_107827,O=C1CNCc2[nH][nH]c(=O)c21,153.141,-1.0111
ANCHOR_107828,O=C1CNCc2[nH]c(-c3ccc(F)cc3)nc21,231.23,1.5017
ANCHOR_107829,O=C1CNCc2[nH]c(-c3ccccc3)nc21,213.24,1.3626
ANCHOR_107830,O=C1CNCc2[nH]c(-c3ccccc3F)nc21,231.23,1.5017
ANCHOR_107831,O=C1CNCc2[nH]c(C(F)(F)F)nc21,205.139,0.7144
ANCHOR_107832,O=C1CNCc2[nH]c(C3CC3)nc21,177.207,0.573
ANCHOR_107833,O=C1CNCc2[nH]c(Cc3ccccc3)nc21,227.267,1.2864
ANCHOR_107834,O=C1CNCc2[nH]c3ccccc3c21,186.214,1.4538
ANCHOR_107835,O=C1CNCc2[nH]c3cnccc3c21,187.202,0.8488
ANCHOR_107836,O=C1CNCc2[nH]nc(-c3cccc(F)c3)c21,231.23,1.5017
ANCHOR_107837,O=C1CNCc2[nH]nc(C(F)(F)F)c21,205.139,0.7144
ANCHOR_107838,O=C1CNCc2[nH]nc(C3CC3)c21,177.207,0.573
ANCHOR_107839,O=C1CNCc2c[nH]c3cccc1c23,186.214,1.4538
ANCHOR_107840,O=C1CNCc2cc(C(F)(F)F)sc21,221.203,2.0528
ANCHOR_107841,O=C1CNCc2n[nH]c(-c3cccc(F)c3)c21,231.23,1.5017
ANCHOR_107842,O=C1CNCc2n[nH]c(Cc3cccc(F)c3)c21,245.257,1.4255
ANCHOR_107843,O=C1CNCc2ncccc21,148.165,0.3675
ANCHOR_107844,O=C1CNCc2oc3c(c21)CCC3,177.203,1.0542
ANCHOR_107845,O=C1CN[C@@H](c2ccccc2)[C@@H](C(=O)O)N1,220.228,-0.0997
ANCHOR_107846,O=C1CN[C@@H]2CCCC[C@@H]2N1,154.213,0.017
ANCHOR_107847,O=C1CN[C@@H]2CCCC[C@H]2N1,154.213,0.017
ANCHOR_107848,O=C1CN[C@H](C(F)(F)F)CN1,168.118,-0.3633
ANCHOR_107849,O=C1CN[C@H](CC2=CN=C3C=CC=C[C@H]23)CN1,229.283,0.5452
ANCHOR_107850,O=C1CN[C@H](c2ccccc2)C1,161.204,1.2901
ANCHOR_107851,O=C1CN[C@H](c2ccccc2)CO1,177.203,0.8741
ANCHOR_107852,O=C1CN[C@H](c2ccccc2)O1,163.176,0.8316
ANCHOR_107853,O=C1CN[C@H](c2ccccc2)[C@@H](C(=O)O)N1,220.228,-0.0997
ANCHOR_107854,O=C1CNc2c(Cl)ccc(Cl)c2C1,216.067,2.5305
ANCHOR_107855,O=C1CNc2c(Cl)cccc2N1,182.61,1.704
ANCHOR_107856,O=C1CNc2c(F)cc(C(F)(F)F)cc2N1,234.152,2.2085
ANCHOR_107857,O=C1CNc2c(F)cccc21,151.14,1.4339
ANCHOR_107858,O=C1CNc2cc(Br)cnc2N1,228.049,1.2081
ANCHOR_107859,O=C1CNc2cc(Cl)cc(Cl)c2C1,216.067,2.5305
ANCHOR_107860,O=C1CNc2cc(Cl)ccc2N1CCF,228.654,2.068
ANCHOR_107861,O=C1CNc2cc(F)ccc2N1CCCO,224.235,0.9666
ANCHOR_107862,O=C1CNc2cc3c(cc2N1CCO)CCCC3,246.31,1.3162
ANCHOR_107863,O=C1CNc2cc[nH]c21,122.127,0.6229
ANCHOR_107864,O=C1CNc2ccc(C(F)(F)F)cc2C1,215.174,2.2425
ANCHOR_107865,O=C1CNc2ccc(Cl)cc2C1,181.622,1.8771
ANCHOR_107866,O=C1CNc2cccc3c2N1CCO3,190.202,0.8375
ANCHOR_107867,O=C1CNc2ccccc21,133.15,1.2948
ANCHOR_107868,O=C1CNc2ccccc2N1C1CC1,188.23,1.6075
ANCHOR_107869,O=C1CNc2ccccc2N1C1CCNCC1,231.299,1.1971
ANCHOR_107870,O=C1CNc2cocc21,123.111,0.8878
ANCHOR_107871,O=C1CNc2cscc21,139.179,1.3563
ANCHOR_107872,O=C1CNc2ncccc2N1,149.153,0.4456
ANCHOR_107873,O=C1CNc2oc(Br)cc21,202.007,1.6503
ANCHOR_107874,O=C1COC(=O)c2ccccc21,162.144,1.0397
ANCHOR_107875,O=C1COC(c2ccccc2)(c2ccccc2)C1,238.286,2.9196
ANCHOR_107876,O=C1COC2(CCCCC2)O1,156.181,1.2202
ANCHOR_107877,O=C1COC2(CCNCC2)c2ccccc2N1,232.283,1.234
ANCHOR_107878,O=C1COCC2(CCC2)CN1Cc1ccccc1,245.322,2.2157
ANCHOR_107879,O=C1COCCCN1,115.132,-0.4771
ANCHOR_107880,O=C1COCCN(Cc2ccccc2)C1,205.257,1.0879
ANCHOR_107881,O=C1COCCN1CCC1CCNCC1,212.293,0.2349
ANCHOR_107882,O=C1COCCN1CCO,145.158,-1.1625
ANCHOR_107883,O=C1COCCN1c1ccccc1,177.203,1.0498
ANCHOR_107884,O=C1COCC[C@@H]1C1CCCC1,168.236,1.7822
ANCHOR_107885,O=C1COCC[C@@H]1CCc1ccc(Cl)cc1,238.714,2.8782
ANCHOR_107886,O=C1COCC[C@@H]1CCc1ccccc1Cl,238.714,2.8782
ANCHOR_107887,O=C1COCC[C@@H]1CCc1ccncc1,205.257,1.6198
ANCHOR_107888,O=C1COCC[C@@H]1Cc1c[nH]c2ccccc12,229.279,2.316
ANCHOR_107889,O=C1COCC[C@@]12CCNC2,155.197,-0.0445
ANCHOR_107890,O=C1COCC[C@H]1Cc1c[nH]c2ccccc12,229.279,2.316
ANCHOR_107891,O=C1COCC[C@H]1Cc1ccccn1,191.23,1.2297
ANCHOR_107892,O=C1COCC[C@H]1Cc1ccco1,180.203,1.4277
ANCHOR_107893,O=C1COCCc2[nH]ccc21,151.165,0.7701
ANCHOR_107894,O=C1COCCc2c1csc2Br,247.113,2.266
ANCHOR_107895,O=C1COCCc2sccc21,168.217,1.5035
ANCHOR_107896,O=C1COC[C@@H](Cc2ccccc2)N1,191.23,0.7441
ANCHOR_107897,O=C1COC[C@@H]1CCc1c[nH]c2ccc(F)cc12,247.269,2.4551
ANCHOR_107898,O=C1COC[C@@H]1Cc1ccc(Cl)c(Cl)c1,245.105,2.7514
ANCHOR_107899,O=C1COC[C@@H]1Cc1ccc(Cl)s1,216.689,2.1595
ANCHOR_107900,O=C1COC[C@@]2(c3ccc(F)cc3)NCCN12,236.246,0.4405
ANCHOR_107901,O=C1COC[C@H](c2ccccc2)N1,177.203,0.8741
ANCHOR_107902,O=C1COC[C@H]1CCc1cccc(Cl)c1,224.687,2.4881
ANCHOR_107903,O=C1COC[C@H]1Cc1cc2cc(F)ccc2[nH]1,233.242,2.065
ANCHOR_107904,O=C1COC[C@H]1Cc1ccc(Cl)s1,216.689,2.1595
ANCHOR_107905,O=C1COC[C@H]1Cc1ccccc1,176.215,1.4446
ANCHOR_107906,O=C1COC[C@]12CCCN2,141.17,-0.2921
ANCHOR_107907,O=C1COC[C@]2(c3ccc(F)cc3)NCCN12,236.246,0.4405
ANCHOR_107908,O=C1COCc2[nH]c(-c3ccccc3)nc21,214.224,1.7896
ANCHOR_107909,O=C1COCc2[nH]c3cc(F)ccc3c21,205.188,2.0199
ANCHOR_107910,O=C1COCc2[nH]c3cnccc3c21,188.186,1.2758
ANCHOR_107911,O=C1COCc2[nH]nc(-c3cccc(Cl)c3)c21,248.669,2.443
ANCHOR_107912,O=C1COCc2[nH]nc(Cc3ccccc3)c21,228.251,1.7134
ANCHOR_107913,O=C1COCc2c(Cl)cccc21,182.606,2.0529
ANCHOR_107914,O=C1COCc2c(F)cccc21,166.151,1.5386
ANCHOR_107915,O=C1COCc2ccc(Br)nc21,228.045,1.557
ANCHOR_107916,O=C1COCc2ccccc2N1,163.176,1.1553
ANCHOR_107917,O=C1COCc2n[nH]c(-c3cccc(F)c3)c21,232.214,1.9287
ANCHOR_107918,O=C1COCc2n[nH]c(C3CCCC3)c21,206.245,1.7802
ANCHOR_107919,O=C1COCc2oc(C3CC3)cc21,178.187,1.8699
ANCHOR_107920,O=C1COCc2oc3c(c21)CCCC3,192.214,1.8713
ANCHOR_107921,O=C1CO[C@@H](C2CCCCC2)[C@@H](C(=O)O)N1,227.26,0.5349
ANCHOR_107922,O=C1CO[C@@H](c2ccc(F)cc2)[C@H](C(=O)O)N1,239.202,0.4664
ANCHOR_107923,O=C1CO[C@@H](c2ccccc2)[C@H](C(=O)O)N1,221.212,0.3273
ANCHOR_107924,O=C1CO[C@@H]2CNC[C@H]2N1CC1CCCC1,224.304,0.3758
ANCHOR_107925,O=C1CO[C@H](C(Cl)(Cl)Cl)N1,204.44,0.8291
ANCHOR_107926,O=C1CO[C@H](C2CC2)CN1,141.17,-0.0886
ANCHOR_107927,O=C1CO[C@H](C2CCCCC2)[C@H](C(=O)O)N1,227.26,0.5349
ANCHOR_107928,O=C1CO[C@H](c2cccc(F)c2)[C@H](C(=O)O)N1,239.202,0.4664
ANCHOR_107929,O=C1CO[C@H](c2ccccc2F)[C@H](C(=O)O)N1,239.202,0.4664
ANCHOR_107930,O=C1CO[C@H]2Cc3ccccc3[C@@H]2N1,189.214,0.7988
ANCHOR_107931,O=C1CO[C@H]2Cc3ccccc3[C@H]2N1,189.214,0.7988
ANCHOR_107932,O=C1CO[C@]2(CCNC2)C1,141.17,-0.2921
ANCHOR_107933,O=C1COc2c(Br)cccc21,213.03,2.0242
ANCHOR_107934,O=C1COc2c(C[C@@H]3CCCN3)cccc2N1,232.283,1.312
ANCHOR_107935,O=C1COc2c(Cl)cc(C(F)(F)F)cc21,236.576,2.9339
ANCHOR_107936,O=C1COc2c(Cl)cc(Cl)cc21,203.024,2.5685
ANCHOR_107937,O=C1COc2c(Cl)cccc2N1,183.594,1.6709
ANCHOR_107938,O=C1COc2c(F)cc(Cl)cc21,186.569,2.0542
ANCHOR_107939,O=C1COc2c(F)ccc(F)c21,170.114,1.5399
ANCHOR_107940,O=C1COc2c(F)cccc2N1,167.139,1.1566
ANCHOR_107941,O=C1COc2c(ccc(Cl)c2Cl)N1,218.039,2.3243
ANCHOR_107942,O=C1COc2c(ccc3ccccc23)C1,198.221,2.3438
ANCHOR_107943,O=C1COc2c(cccc2[C@H]2CCCNC2)N1,232.283,1.4845
ANCHOR_107944,O=C1COc2c1ccc(Cl)c2Cl,203.024,2.5685
ANCHOR_107945,O=C1COc2c1ccc(F)c2F,170.114,1.5399
ANCHOR_107946,O=C1COc2c1ccc1[nH]ccc21,173.171,1.743
ANCHOR_107947,O=C1COc2c1csc2Br,219.059,2.0857
ANCHOR_107948,O=C1COc2cc(C(=O)O)c(Cl)cc2N1,227.603,1.3691
ANCHOR_107949,O=C1COc2cc(C[C@@H]3CCCN3)ccc2N1,232.283,1.312
ANCHOR_107950,O=C1COc2cc(Cl)ccc2C1,182.606,1.844
ANCHOR_107951,O=C1COc2cc(Cl)ccc2N1,183.594,1.6709
ANCHOR_107952,O=C1COc2cc(F)ccc2N1,167.139,1.1566
ANCHOR_107953,O=C1COc2cc(NC(=O)C3CC3)ccc2N1,232.239,1.366
ANCHOR_107954,O=C1COc2cc(O)ccc2N1,165.148,0.7231
ANCHOR_107955,O=C1COc2cc(OC(F)(F)F)ccc21,218.13,2.1603
ANCHOR_107956,O=C1COc2cc([C@@H]3CCCN3)ccc2N1,218.256,1.442
ANCHOR_107957,O=C1COc2cc([C@@H]3CCCNC3)ccc2N1,232.283,1.4845
ANCHOR_107958,O=C1COc2cc3cc(C(=O)O)[nH]c3cc2N1,232.195,1.197
ANCHOR_107959,O=C1COc2ccc(C(F)(F)F)cc2C1,216.158,2.2094
ANCHOR_107960,O=C1COc2ccc(CNC3CCC3)cc2N1,232.283,1.6596
ANCHOR_107961,O=C1COc2ccc(C[C@@H]3CCCNC3)cc2N1,246.31,1.5596
ANCHOR_107962,O=C1COc2ccc(Cl)c3c2N1CCC3,223.659,2.0116
ANCHOR_107963,O=C1COc2ccc(F)cc2N1,167.139,1.1566
ANCHOR_107964,O=C1COc2ccc(NC(=O)C3CC3)cc2N1,232.239,1.366
ANCHOR_107965,O=C1COc2ccc([C@@H]3C[C@@H]3C(=O)O)cc2N1,233.223,1.2056
ANCHOR_107966,O=C1COc2ccc([C@H](C(=O)O)C3CC3)cc2N1,247.25,1.5957
ANCHOR_107967,O=C1COc2ccc([C@H]3C[C@@H]3C(=O)O)cc2N1,233.223,1.2056
ANCHOR_107968,O=C1COc2ccc([S@@](=O)O)cc2N1,213.214,0.5981
ANCHOR_107969,O=C1COc2ccc3ccccc3c2N1,199.209,2.1707
ANCHOR_107970,O=C1COc2cccc(O)c21,150.133,0.9673
ANCHOR_107971,O=C1COc2ccccc2C1,148.161,1.1906
ANCHOR_107972,O=C1COc2ccccc2CN1Cc1ccco1,243.262,2.2008
ANCHOR_107973,O=C1COc2ccccc2N1,149.149,1.0175
ANCHOR_107974,O=C1COc2ccccc2N1c1ccc(O)cc1,241.246,2.4493
ANCHOR_107975,O=C1COc2ccccc2[C@H](C(=O)O)N1,207.185,0.3209
ANCHOR_107976,O=C1COc2cnccc2C1,149.149,0.5856
ANCHOR_107977,O=C1COc2sc(Br)cc21,219.059,2.0857
ANCHOR_107978,O=C1CSc2c(cnc3ccccc23)N1,216.265,2.279
ANCHOR_107979,O=C1CSc2cc(F)ccc2N1,183.207,1.8699
ANCHOR_107980,O=C1CSc2cc[nH]c21,139.179,1.3031
ANCHOR_107981,O=C1CSc2ccc(C(=O)C3CC3)cc2N1,233.292,2.3235
ANCHOR_107982,O=C1CSc2ccc(C(=O)N3CCC3)cc2N1,248.307,1.5767
ANCHOR_107983,O=C1CSc2ccc(C[C@H]3CCNC3)cc2N1,248.351,1.8828
ANCHOR_107984,O=C1CSc2ccc([C@H]3CCCNC3)cc2N1,248.351,2.1978
ANCHOR_107985,O=C1CSc2ccc([S@@](=O)O)cc2N1,229.282,1.3114
ANCHOR_107986,O=C1CSc2ccccc2-n2cccc21,215.277,2.7657
ANCHOR_107987,O=C1CSc2ccccc2C1,164.229,1.9039
ANCHOR_107988,O=C1CSc2ccccc2N1,165.217,1.7308
ANCHOR_107989,O=C1C[C@@H](C(=O)N2CCNCC2)CN1,197.238,-1.4457
ANCHOR_107990,O=C1C[C@@H](C(=O)NC2CC2)c2ccccc21,215.252,1.6352
ANCHOR_107991,O=C1C[C@@H](C(=O)O)C2=C(CCNC2)N1,196.206,-0.5455
ANCHOR_107992,O=C1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1,186.163,0.141
ANCHOR_107993,O=C1C[C@@H](C(=O)O)Cc2[nH]c(-c3ccco3)cc21,245.234,2.1044
ANCHOR_107994,O=C1C[C@@H](C(=O)O)Cc2sccc21,196.227,1.5778
ANCHOR_107995,O=C1C[C@@H](C(=O)O)Oc2ccc3ccccc3c21,242.23,2.2582
ANCHOR_107996,O=C1C[C@@H](C(=O)O)Oc2ccccc21,192.17,1.105
ANCHOR_107997,O=C1C[C@@H](C(=O)O)[C@@H](C(F)(F)F)N1,197.112,0.138
ANCHOR_107998,O=C1C[C@@H](C(=O)O)[C@@H](C2CCNCC2)N1,212.249,-0.4247
ANCHOR_107999,O=C1C[C@@H](C(=O)O)[C@@H](Cc2c[nH]cn2)N1,209.205,-0.4585
ANCHOR_108000,O=C1C[C@@H](C(=O)O)[C@@H](Cc2cccc(O)c2)N1,235.239,0.524
ANCHOR_108001,O=C1C[C@@H](C(=O)O)[C@@H](Cc2cn[nH]c2)N1,209.205,-0.4585
ANCHOR_108002,O=C1C[C@@H](C(=O)O)[C@@H]([C@@H]2CCCNC2)N1,212.249,-0.4247
